,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
638,398679,398680,B001D09KAM,AP3UNMQ4PQ87Y,Sylvie,107,119,3,1282176000,the Peanut bar,"I was looking forward to receiving this order. Almonds, macadamias, and walnuts! Sounded delicious.<br />Then I tried one, and was puzzled. Yes, I could taste some almond, but WOW, the  main flavor was PEANUTS. The ingredients list peanuts as the largest amount of nuts. This should be called the Peanut, Almond Bar. If one likes to have the main flavor of a nut bar as peanuts, you will enjoy this.<br />The quality of KIND products I appreciate, as well as the low GI, the natural properties, and having a healthier choice. But honesty in advertising and product would be appreciated.<br /><br />I was disappointed with the deception, and the unexpectedly strong flavor of peanuts, as I purchased it for the nuts I like best, which were supposed to be the main source of nut protein.<br />Let's get honest KIND!",2.3452707615094163e-05
595,344413,344414,B0026KNQSA,AWK8JFCJ72VGT,"Careful Shopper ""Loris""",0,0,3,1317513600,"Makes you pucker, but tastes good.","I accidentally bought these chips (thought I was getting original pop chips), but have to say, because they are a little tart, I don't seem to be eating them as quickly, (good for my diet!).  If you like the taste of vinegar, you will like these.",2.3452707615094163e-05
630,440967,440968,B005VOONM6,A3VLCQX7NG1N0E,Erin O'Riordan,2,4,3,1334188800,"Good Coffee, But Not Great Coffee","I liked this coffee; it really has a good flavor. It's not the best possible coffee flavor, unless maybe you don't like a very intense, strong flavor. It's not as good as, say, Gevalia - if you like your coffee very flavorful. The proceeds do go to a good cause, though - helping children gain access to the positive influence of sports. If you happen to be a fan of this particular Ethiopian bean and you want to support the cause, then Marley Coffee is the coffee for you. Incidentally, the package design is gorgeous.",2.3452707615094163e-05
353,415549,415550,B0048ZDZ9G,APBHCYSPXMSLJ,Animal Lover,2,2,5,1320019200,Tasty and Healthy Treats,My dogs really love these treats.  We have tried all favors of these Healthy Bones and they are a hit.,2.2533840194512107e-06
311,339100,339101,B000PAM5CG,A3T7151B4AEDKN,"B. Sarfati ""explorer""",0,0,2,1343001600,The wrong chocolate,"Unfortunately I received, instead of Dark Chocolate with whole hazelnuts, Milk Chocolate with whole hazelnuts, and this is a big difference for the connoisseurs. I hope the next time to receive the right chocolate.",1.2193337560357022e-05
865,279227,279228,B002C1Y5GU,A33GBMWX8VH1MJ,Anna Meredith,0,3,3,1313798400,"Cat loves it, but it STINKS horribly","I've been feeding my cat this food for about 2 weeks and my cat loves it. However, I feed my cat in the dining room and I eat my breakfast in the living room because the food stinks and the smell lingers.<br /><br />My cat seems very healthy and always has lots of energy after his meal. He seems very healthy and excited to be fed and licks the can clean.<br /><br />But I think I'll return to Tiki Cat or Newman's Own. I change his litterbox at least twice per day because I will not have my house smelling like animal droppings. I will not tolerate foul cat food smell either.",2.3452707615094163e-05
231,498351,498352,B001PQMJIY,A3MTP53DCCF87N,James W. McDaniel,3,7,1,1346198400,"Caveat Emptor, All Over Again","The Product Description on Amazon's web site says: ""Small granules of dehydrated California garlic with the intensity of fresh garlic.""  The label on the product itself says ""Product of China""  The fact that the product label also says ""Packed in USA"" fails to mitigate what appears to be deceptive advertising.  I'm not going to fool with this any more; Lord knows what's actually in the bottle.  It goes into the garbage.  Henceforth, unless Amazon states clearly the Country of Origin, I'll pass on their products.",1.2193337560357022e-05
719,152769,152770,B0031DW704,AMSFO6AOWWUPB,Missy B,0,0,3,1339632000,Problems with bbq sauce but seller very good about it,"I had ordered 6 bottles of the Lum Taylor Riverboat style barbeque sauce from Healthy Heart Market. I have used this BBQ sauce for several years and we love it, especially since it is very low in sodium and also delicious. However, three of the bottles leaked terribly and were unusable, 2 bottles leaked slightly, and one seemed fine. Since my husband has had a heart transplant and we must be very careful about what he eats, I will have to stop ordering this item until the manufacturer figures out a way to seal the bottles better. Healthy Heart Market did issue me a credit for 3 bottles and for half of the shipping, so they were very good in the way they handled it. <a href=""http://www.amazon.com/gp/product/B0031DW704"">Lum Taylor's Riverboat Style Barbeque Sauce 18oz</a>",2.3452707615094163e-05
493,82644,82645,B0007NIYNA,A8TNZ5HVCOGW6,D. Schryver,9,9,3,1120867200,java podz,"We own the Senseo coffee maker and were using the Senseo coffee pods. I was so excited to find the Javapodz flavored coffee. However, they tell you that you only need to use one pod for an 8oz cup, unlike the Senseo coffee where you use 2 pods for an 8 oz cup. After drinking the Senseo, I found the Javapods to be a bit weaker coffee flavor, especially after I add half and half.<br /><br />My remedy to this was to use one Senseo mild pod and one flavored javapod and make a 12 oz cup, by using the 2 cup button and then directly after without changing pods I used the 1 cup button. This works wonderfully for me as I get the stronger coffee taste with the wonderful flavor that Javapodz offers. It makes a super iced coffee as well!<br /><br />The packaging is great. Each pod is foil wrapped so they stay fresh for a long time",2.3452707615094163e-05
1097,221133,221134,B000SR10YA,A1NKSQ8JEHLALZ,Lily412,2,4,3,1343001600,Not suitable for vegetarians; taste is reportedly good,"My friend tried these and said they taste very good; the taste is similar to honeydew melon. I, however, couldn't eat them because they contain gelatin. I was really disappointed about that, and I wish they had listed the ingredients in the product description. Most other mochi do not contain gelatin, so it was really unexpected.",2.3452707615094163e-05
1086,189194,189195,B000BMDO3C,A2E84QMV8QK4R4,D. Hall,1,3,3,1238803200,Don't believe the hype...,"Went to Jamaica last May and brought about 6 pounds of this and the Waldenford's Blue Mtn back with me. About half what you are paying here, but still not worth the money. It is good coffee. No question. But don't believe all the hype. I am a casual coffee drinker and someone that takes coffee more seriously might get more benefit from this coffee. To me, not the case. I order my Peet's Arabian Mocha Java online for about $14/lb and it is still my favorite coffee.",2.3452707615094163e-05
723,519597,519598,B006N3I1HM,AJOCD675P82GV,"Sundae Sundae ""KittyRules""",1,2,3,1271203200,OVERPRICED.,i thought this was a deal at the time and then later found out i could get these k-cups for 1/2 as much else where. coffee was good. buyer beware.,2.3452707615094163e-05
224,374219,374220,B000VVT9IM,ASMO8M2RUQDVL,Marilyn,0,0,3,1334793600,MUCH Bigger Than Expected.,"Be forewarned, these treats are VERY LARGE. One piece of lung is the size of my palm and almost an inch thick. I'm much more a fan of smaller treats, since my dog won't get full very quickly when I'm training him. If I gave my dog a piece of this, it's about half a meal! The picture here is deceiving. If you're fine with the large size, then rock on.",2.3452707615094163e-05
986,70343,70344,B007I7Z3Z0,ASF0R1CMSF26F,A. Burke,3,4,2,1335139200,Good taste but fatally flawed,"These Lipton iced-tea packets are a great concept. Essentially, you can take these little packets anywhere, pour it into a (standard 16.9 fl. oz.) bottle of water, and enjoy some tea. It's quick and easy, but unfortunately these Tea & Honey packets don't seem to actually work very well.<br /><br />The box warns, ""Tea takes longer to dissolve so SHAKE WELL."" This, however, is a pretty big understatement in my experience. After pouring the powder in, I shook the bottle a couple times and found that the powder clumped together immediately. I shook and shook and shook, but to no avail. Certainly, it flavored the water, but there were also big sugar-particles floating around my bottle. I tried it once more but to the same result.<br /><br />It's really a shame because the taste is quite good, much like a pomegranate flavored-water. But along with this good taste, your mouth is filled with an unpleasant amount of sugar clumps. Of course, it would be possible to filter these out with a strainer of some kind, although that would totally defeat the convenience aspect of the product. It's unfortunate.",1.2193337560357022e-05
1426,441139,441140,B005VOONM6,AJ2PPTWZ0IIJS,G. BARTO,0,0,3,1333756800,"Good coffee, but needs to be made strong","Like many others, I don't actually have a pod coffee machine. I use the <a href=""http://www.amazon.com/gp/product/B0014CVEH6"">Melitta Ready Set Joe Single Cup Coffee Brewer</a>. The first cup of coffee I made with this was very weak. By dropping the bag directly into the coffee and swishing it around tea bag style, I was able to get a stronger flavor. For my second cup, I just cut open the pod, dumped in the grounds and only let it drip until the color started to lighten. That made for a good cup of coffee.<br /><br />The Marley One Love coffee is an Ethipian Yirgacheffe, which is supposed to be a pretty reputable bean, and it delivers a good coffee. Properly prepared, it is full bodied, with only a slight hint of bitterness - much better than some other highly recommended coffees that I've tried. And the amount of coffee in the packet is just right for a strong standard cup of coffee if you prepare it right - only dripping through until the drip starts to get light. However, it sounds like some people using standard pod coffee makers are getting week coffee and my experience with my first cup indicates the water goes through the pod casing too fast, not giving the grounds a chance to get truly wet so that the water drips through them too quickly and doesn't carry enough of the flavor. So I would say that there's good coffee inside but maybe the delivery process needs work.<br /><br />If you're using a proper pod coffee maker, you're on your own. But if you're looking for something better than the office brew, the contents of the 67 cent pouch are great for using in other single cup setups. 4 stars for the coffee, but 1 star off since it sounds like my roundabout way of making a cup gets better results than the easy way the pod is supposed to provide for.",2.3452707615094163e-05
370,202150,202151,B0008DIEWU,A1II2ZRPKZAQQD,"Amy Mcfarland ""Mom of 2""",0,0,3,1257120000,About what you'd expect for the price,"These make the cutest cakes and I love the concept, but they do look cheaply made.  I've used three of these, and each had a little extra plastic where it disconnected from the mold at the arms.  Still pretty cute though!",2.3452707615094163e-05
248,393228,393229,B003VXL0V6,A2NVX117EFIW7Q,Bing,2,2,3,1283644800,OK coffee but not the best by far,"After receiving this coffee I made a few cups.  It was fairly smooth, not too overpowering, and had a slight mocha aroma.  It's OK coffee.  I likely will not purchase this one again because there are so many better ones.  To gauge my review for others, my favorites are Coffee People Donut Shop, Green Mountain Dark Magic, Coffee People Organic Bold, Emeril's Big Easy Bold, and Tully's Kona Blend.",2.3452707615094163e-05
109,328037,328038,B000LRH4MO,A1OMK5UV2Q3PCX,"L. Vassallo ""Zen Pilot""",0,0,3,1290124800,Good Product but too high of a price!,I love these orange cakes but I think they're overpriced. We can always get away with Nutella instead ... Maybe if more people buy it they could drive the price down.,2.3452707615094163e-05
664,213351,213352,B00264442S,A2BIMQCAQBKK5S,Bassett,0,0,2,1335225600,Saturated fat,"The second item in the ingredients list is coconut oil, and then vegetable shortening (palm oil).  One serving (4 crackers) has 3.5 grams of saturated fat. Out of 80 calories, 30 calories are saturated fat. Mostly fat, sodium and carbs, no fiber.  They are not buttery as advertised; they just taste greasy with little flavor.",1.2193337560357022e-05
436,71283,71284,B004ET9OLY,A2G5NSIBZ4YST5,Monica Lawrence,0,0,2,1315958400,Don't love it,"This looked great, but the product has NO protein. I thought ""cheese"" puffs would at least have some nutritional value. Of course, my daughter does love them :) They are salty! They are quite tasty, but to advertise that they are ""healthy"" somehow is quite disingenuous. Won't buy again...",1.2193337560357022e-05
512,75761,75762,B004MO6NI8,A1GQRGB8FGSLIZ,M. Leingang,0,1,3,1330646400,Leaves an aftertaste I do not care for.,"My preferences for energy drinks is the regular and lo carb Monster. I do like Red Bull but you are paying for the name. This No Fear drink is infused with grape juice, which makes it to sweet for my taste buds. Of course it is loaded with HFCS. If you are a person that likes the juice energy drinks then you may like this drink.<br /><br />The energy drink had a bad aftertaste, which is the reason I would not recommend it to friends or family.<br /><br />I gave it three stars because it is still drinkable unlike Full Throttle.<br /><br />I did not get any kind of energy boost but that is because 1 can no longer does much for me. Have this after a large coffee and you will the buzz",2.3452707615094163e-05
187,236583,236584,B008YA1NWC,A15Z6LEX3MLU34,Teacher IU,0,0,2,1311552000,Woah -Fake Coconut Taste,"I was sure I'd LOVE this coffee, but the coconut taste is very artificial and overwhelming...I was so disappointed.  I will take the Hazelnut GM Coffee over this any day.  It does smell good while brewing :)",1.2193337560357022e-05
876,242060,242061,B004WLO7U2,A29M7DWYC0AB75,"Hank Kingsley ""Hey Now!""",0,0,3,1307059200,"good tea, bad quality control","the tea is very fresh but the bags are too cheap and often tear.  and i don't know why they bother with the string.  in the box i purchased, EVERY string fell off before i could even put the bag in the cup.",2.3452707615094163e-05
1388,108069,108070,B007TJGY46,AAOZRXX56NV9J,Michael,0,0,3,1331337600,Good coffee but poor execution,"I took a chance and bought this coffee because of the reviews.  I have to agree abut the bold flavor and taste. I guess you wondering why I only gave it 3 stars.  It's the dam cheap as K-cups!!  I've only had two that didn't bursting while brewing.  My wife, who loves this coffee, is getting tired of seeing all of the floaties (grounds) in her cup.  And that's just half of the issue because now I need to clean out the keurig for the next time want coffee.",2.3452707615094163e-05
585,84742,84743,B000ETAJZI,A2JB3YP3163L8D,Linda B. Abad,0,0,4,1323216000,La15cats - Midel Gluten Free Chocolate Sandwich Cookies,"I have been buying this cookies for a long time now, and enjoy them very much.  They taste great - as good as oreo cookies.  LOVE THEM, and will continue to buy them.  I recommend them highly to anyone who must eat Gluten-Free.",2.2533840194512107e-06
823,492488,492489,B004WJAU3C,A2HYTR67G7TVK2,"savvyshopping ""SS""",1,4,3,1332115200,"Pretty good coffee, I just don't care for the ""pod"" makers","I think the whole ""coffee pod"" thing is a fast fading fad. Constantly having to open, pour, clean out, a little maker is a pain compared to just making a pot of coffee. Never found a pod brand I loved either, though Community was pretty good, just takes two to make a decent cup of coffee. I bought a Kithenaid drip pot and packed away the little pod maker.",2.3452707615094163e-05
903,376299,376300,B000MXHQS4,A3KLXWKREMYJ1K,Eva W,0,1,2,1342224000,Fish Oil in product,"The DHA in this product comes from fish oil which is not listed on the amazon site ingredients, but is listed on the package. The product is also non-returnable.",1.2193337560357022e-05
1365,223738,223739,B006BXV130,A2FR1Z2SRYEXJD,AmazonAddict,0,0,3,1330300800,ehhhh.... I could take it or leave it.,"This cereal is just so so for me. To me, it tastes likes chocolate stuffed Captn' Crunch. It tastes OK. But the expectation that this is to help fill a craving is a little high. For the same amount of calories, and similar nutritional value I could get a Skinny cow ice cream, and have a full chocolate taste.",2.3452707615094163e-05
1054,295157,295158,B000FAPM26,A28N0F64GESQUQ,"Manzanilla Olives ""Manzanilla""",0,0,3,1178582400,"A little sour, but quite edible",I notice a bit of a sour 'off taste'.  Maybe some people like this.  I've had both better and worse Kalamata olives.,2.3452707615094163e-05
1321,437579,437580,B004NBDBS0,A1I513SUBX5H8Y,Evike,0,0,3,1326067200,Good but outrageously high price,"This drink tastes good and helped me to fall asleep easier for the two nights I tried. However, the price is way too high to make it worthwhile. In my opinion it is priced 2x for the right and reasonable price and shipping is also outrageously high, way higher than it actually costs shipping it (i.e. another profit center).",2.3452707615094163e-05
622,132419,132420,B00394QWH4,AIRPAA7NYCR7J,"G. A Wheeler ""gramix""",0,0,2,1302220800,Weird taste nothing like caramel,"I read some glowing reviews on blogs of these bars and decided to try this one as it was considered the ""best tasting"" by many.<br /><br />The outer chocolatre itself is good, but the ""caramel truffle"" had a quite unpleasant taste that I did not like at all. After two bites it ended in the garbage. Oh well...<br /><br />For now I'll stick to Lindt 85% Cacao bars which are cheap and meet my needs of a very low sugar chocolate treat.",1.2193337560357022e-05
570,423133,423134,B005IPJTZE,A1S7BXHAUXB19B,sarai johnson,0,0,2,1325894400,You know how you use 2 packets for one mug of cocoa...,Well you can't use 2 K-cups.  It comes out very weak no matter which size mug you set the keurig.  The K-cups are way more expensive also.  No real point in buying them.,1.2193337560357022e-05
1154,375662,375663,B001E53VC4,A1QYH6YB1UFF0B,A. Brown,5,17,1,1216771200,NOT gluten-free,"These contain MSG, which creates a reaction in many gluten-sensitive individuals.<br /><br />Ingredients:  Pork and Beef Pepperoni, (Pork and Beef, Salt, Corn Syrup Solids, Spices, Dextrose, Lactic Acid Starter Culture, Monosodium Glutamate, Sodium Erythorbate (made from sugar), Garlic Powder, Oleoresin of Paprika, Sodium Nitrate), Salt, Corn Syrup Solids, Spices, Dextrose, Lactic Acid Starter Culture, Monosodium Glutamate, Sodium Erythorbate (made from sugar), Garlic Powder, Oleoresin of Paprika, Sodium Nitrate, BHA, BHT, Citric Acid.<br /><br />Amazon.com should have a clear policy to label all food items sold here with a full ingredient list.",1.2193337560357022e-05
525,543611,543612,B006MONQMC,A1BKJNAWJT2TG2,"G. Scott ""Gia Scott""",0,0,2,1335225600,Yuck,"I drink a lot of Mio's fruit punch, and I thought I'd give this a try, combining the calorie free flavoring along with much needed vitamin C.<br /><br />It disappointed.<br /><br />The flavor is somewhat fruity, but not particularly close to the usual ""fruit punch"" flavor.  The taste of the added vitamins is more pronounced than anything but sweet.  It leaves an unpleasant aftertaste in your mouth too.<br /><br />I use water flavoring to encourage more consumption of water, but this bombed out.  It doesn't help that it requires refrigeration either--I like to take the flavoring with me to add to water wherever I am, whether bottled water or tap water. The container is as large as a baby bottle, and it takes a larger quantity of this flavoring to do the trick than that of Mio.<br /><br />I'll stick to Mio for its refrigerator-free portability, small containers, and higher concentration of flavor.",1.2193337560357022e-05
881,36977,36978,B001GVIS6U,A2NJQF2UI60VGT,ChicagoCPA,1,1,5,1336694400,The best breakfast out there.,"Nutritionally speaking, it is difficult to do much better than this and there are few options out there that have cracked wheat as the first ingredient.  I like the taste and have it nearly every day.<br /><br />I throw a handful of dried blueberries with it in the bowl, add water, microwave it for 3 minutes, walk away and let it sit for 5 to 30 minutes, stir it up, nuke it for another minute or two, let it sit for another 5 minutes, add some milk and some sweetener and enjoy.",2.2533840194512107e-06
182,461856,461857,B000AXU99O,A19E4544R82DWA,Mary F. Mcclure,1,1,3,1315526400,Yummy Syrup keep shopping,"This syrup is a terrific product!  It has just the right amount of pumpkin flavor and just the right amount of sweetness.  Instead of having to wait for Starbucks to bring it back out in the fall, you can make your own Pumpkin Spiced Lattes at home!  However, you can get this exact bottle of syrup on the Torani website for literally HALF the price! The bottle is 7.95 and the shipping is 5.95. You do the math.",2.3452707615094163e-05
803,254598,254599,B000144GWS,A1W2REXM77DU1T,candogal,2,2,5,1309824000,great!,"This stuff is really as good as everyone says, I've been using it for years (Whole Foods-about a dollar cheaper in store compared to this price with the shipping). It is a must-have for steak. The ingredients are sea salt, kosher salt, fresh garlic, fresh basil, fresh rosemary,black pepper,nutmeg, (no msg, gluten or dehydrated ingredients).",2.2533840194512107e-06
721,4109,4110,B001EW5YQS,A1QM68NKDJC2Z7,D. Gordon,0,0,1,1347580800,Blue Icicle - does not work with Windows 7!,"I have been using a standard XLR to USB cable with my Shure 58 dynamic mic, which works okay, except for an annoying hissing noise that accompanies the majority of my vocal recordings.  I bought the Icicle in hopes of eliminating those noise issues.<br /><br />When I received the Icicle, I couldn't wait to plug it in and take it for a ""test"" drive. Unfortunately, right off, I got an error - unable to load drivers.  This is a plug and play device, so there are no drivers to download, and I knew something wasn't right. After 3 restarts and uninstalling the USB Hubs and ports numerous times, as suggested by Icicle's troubleshooting website, it was still a no go.  I went to Icicle's website and logged a ticket, explaining the issues in detail and that I was running Windows 7.  The next day, I received an email instructing me to send the Icicle back, as it has a defective driver.  Amazon was GREAT about sending a replacement while the return was on its way.<br /><br />So, I received the replacement Icicle today, pulled it out of its packaging and with bated breath, plugged it in, hoping for success. No such luck - the same error message came up about the drivers. I decided to Google my issue:  ""Icicle compatibility with Windows 7"", and Bam!, it took me to a Guitar Center review of the Icicle that CLEARLY shows in the product specifications that it is NOT compatible with Windows 7.<br /><br />Amazon needs to get on the ball and add this to their information.  It is nowhere in Amazon's description and the Icicle ""techs"" themselves didn't have a clue about it either. I found this inadequacy with the blue mic technical team to be unacceptable.  They probably have non-technical CSRs pretending to be techs for all their troubleshooting. That's one way to save a dime, but please people - if you're going to give us ""technical support"", then say so.  If it isn't really technical support, then say it is Customer Service.<br /><br />I am terribly disappointed that this device has not been upgraded to accommodate the newer technologies.  Windows 7 has been out for some time now.  There is no indication in the little mini booklet that comes in the Icicle package that says Windows 7 is incompatible -it only gives set-up info for Mac and Windows (does not show which OS).  I am sending my Icicle back to Amazon for a refund and will need to look for something that WILL work with Windows 7.<br /><br />If you have a PC that was purchased in 2011 or later, save yourself the hassle and don't bother with this product, as your OS will more than likely be Windows 7.",1.2193337560357022e-05
1153,442185,442186,B000VMDB7Q,A201FMX4SQSJX5,E.M.,0,1,3,1333152000,I really wanted to like them,"Considering I am a huge dark chocolate fan--and I don't mean the Hershey's dark chocolate. I typically like to eat chocolate with 65-70%  cocoa content, and was excited to see the dark chocolate cookies. I tried them and actually (sort-of) liked them at first. The taste was not sweet, but not bitter either. However, after eating a few of them, I had to admit to myself that they just weren't anything special. I tried to give them away at an office party and absolutely no one wanted to take them home after tasting one. I had essentially purchased a case of cookies that I couldn't give away. I typically don't ever leave reviews that are negative; if I don't like something, I just don't review it. However, I tried several other Late July products because I liked the company's stance on many (food-related) issues, and they all left me feeling that same Blah. While others may enjoy these cookies, I just can't recommend them. If you're looking for great-tasting, organic cookies, try Country Choice (also available on Amazon). They are vegan and delicious.",2.3452707615094163e-05
1415,474820,474821,B003TO9RSU,A31RDVCN3LNITC,Catherine R. Robbins,2,2,3,1343865600,Broken Crackers,"It is difficult to understand why a company would ship such a fragile product without buffering both the top and bottom of the box to protect the crackers. They padded the top, but not the bottom. Hence the crakers were are all broken into pieces, as if they were dropped from the third story of a building window. Someone in shipping, is not thinking. Both my husband and I are celiacs and enjoy this product. Broken into bitty pieces however,does not work for us, or the extended celiac family that wanted to make somemores one night. Many of the cracker pieces were too small to fit a marshmallow! How much does it cost to add a heavy paper buffer for the other side of the box? No much. Think of the happy customers!",2.3452707615094163e-05
501,212946,212947,B004LS830Q,A345KCQFCSTZIN,"Daniel J. Gessner ""exmailman""",3,3,1,1330300800,Hope the birds don't croak!,"I tried eating some. It smells sooooooooo stale.  I threw it outside and I hope it doesn't kill any wildlife!  Wish I could get a refund but, non-returnable. Would give it 5 black holes but, had to give it one star to get review accepted.",1.2193337560357022e-05
1205,2984,2985,B0011X5S8Y,A34A1OEOUEESZ8,NDMOTORCYCLEMAMA,0,0,5,1329523200,"Large Quanity, discontinued seasonal delicious tea","This tea is hard to find - it was a joy to find it on Amazon.<br /><br />Large package -6 full size boxes arrive all for enjoyment!<br /><br />Sugar plum is a delicious, sweet, warm, feel good tea. Reminding you of Christmas. It has that spice palate of warm hibiscus, barley, rosehips. I think what I like most of all is the sweet aromatic taste. One of those tastes that makes you feel taken care of - a special treat when you are little. Like when mom or dad would make you hot coco or something you like that was so sweet and rare and ONLY on those special occations.<br /><br />I adore this tea and rather drink anyother tea.<br />I am so happy to have found it!",2.2533840194512107e-06
562,150619,150620,B000VVP2LK,AZRBTNKU3UZPD,"Linda Hamburger ""oncallpr""",0,1,2,1261958400,dog treats,dogs can be finicky. My pup has a yen for chicken treats. Maybe yours prefers beef?,1.2193337560357022e-05
467,449921,449922,B002T0KDNI,A2WURA7XS1L00T,Martin Priest,3,6,1,1283040000,After-taste,"We enjoy our soda stream alot.<br />But the syrups you get from them all have a bitter after taste, which is from using the Splendia.<br />Currently looking for better syrups.",1.2193337560357022e-05
550,147389,147390,B002ZNW346,AJRQ1DB841UHQ,Dr. O'Shea,2,9,1,1337558400,This Dog Food Wreaks Havoc on Dog's Digestive Tract (and Backyard Grass),"Our labrador has an iron constitution. She has eaten a broad variety of food (and other strange things that she finds under bushes on walks from time to time), and has been like a machine producing the solidest stool for the last 8 years (I've actually bragged about this...something you too might be prone to do if you live somewhere where you must pick up after your dog with little baggies). This food, however, has turned her into a a diarrhea fountain. Not to mention that we can no longer allow her to wander into our room at night...the stench of her gas will wake us from the soundest sleep. While this has been unpleasant for us, I simply feel like we've been torturing her poor belly with this ""premium"" dog for for the past three weeks. We've tried to hold on for half a bag, but I'm changing back tomorrow. AVOID THIS FOOD!!!",1.2193337560357022e-05
134,118952,118953,B000G1CG50,A3C1HNM8J5SKDQ,GLORYGIRL,0,0,3,1312588800,My dog could not digest these treats-,My dog got sick as a dog on these treats. No pun intended just the truth.<br />It was too much Salmon and she had loose stools and it was really bad. She is a shetland sheep dog and these treats must be for other kinds of dogs.It is too bad too because I thought they would be good for her.<br />I gave them away to a frined for her dogs.,2.3452707615094163e-05
1272,388240,388241,B007RTR8UC,A1MZEMD0EDETS6,C. Maynard,0,0,3,1340668800,Not the Best Product for Me,"As I have long, thick somewhat curly hair, I am always looking for a great conditioner that can handle a hard job. This product looked promising according to its claims. I used the conditioner everyday until it ran out (which took close to two weeks for me).<br /><br />Pros:<br /><br />I think this has potential for the person with the right hair type. It claims it is for all types of hair, but that is not the case with mine.<br /><br />Though some have complained regarding the bottle design, I rather like it. To get all the conditioner out of a bottle, I usually have to keep it upside down anyway. This bottle is designed to stand ""upside down"", and consequently, I felt that I was able to use the whole bottle of conditioner.<br /><br />Cons:<br /><br />I do not see any difference in hair health between using this conditoner and the ones I have used before. My hair does not have a marked change. I will grant that I did not use the companion shampoo, but even so, I expected at least a little improvement in the health of my hair.<br /><br />This conditioner is heavily perfumed. I am not usually sensitive to things like perfumes, but every time I used this product, it made my eyes water and itch slightly.<br /><br />It seemed oily to me (though this may be a plus for some people).I prefer creaminess to oiliness. It has an appearance of being creamy, but feels oily.<br /><br />I won't be using this again, mostly due to the heavy perfume/itchy eye issue. Conditioners certainly are not a  ""one size fits all"" type thing; this conditioner may very well be great for the right hair type, but it isn't for my hair.",2.3452707615094163e-05
1370,81515,81516,B001EQ4RBM,A2N2X7L7LB3S6X,Chris,0,1,3,1337212800,Taste kind of strange....,"To start, I'm a big fan of Blue Diamond brand Almonds. I really like the bold flavors, Habanero BBQ and Lime & Chili. I had never seen the Blazin' Buffalo Wing flavor at the local grocery store so I ordered them here on Amazon.<br /><br />When you first put an almond in your mouth you get the initial hint of buffalo wing flavor but it quickly goes away and then just tastes kind of strange.<br /><br />They aren't bad but they aren't my favorite. Every bodies taste buds are different so you might like them but I don't think I'll buy this flavor again.",2.3452707615094163e-05
937,309160,309161,B0014K91GY,A1Z4PPP3SZ50C8,"K. R. ""Mudcats12""",0,0,3,1290729600,Average,"Is this hot chocolate....yes<br />Is this good hot chocolate....um, sorta<br />Is this gourmet hot chocolate....not a chance.<br /><br />In my opinion, the only advantage you get but using the Green Mountain K-cups of hot chocolate is the simplicity of using your Keurig machine to heat the water instead of using the microwave or stove-top. Other than that the finished product is comparable to any Swiss Miss or other brand of powdered instant cocoa. It actually may be worse if you use the largest setting on your machine. The largest setting makes it much too watery.<br /><br />Green Mountain needs to go back to the drawing board on this.<br /><br />3 stars because it does make hot chocolate in your Keurig without having to dirty dishes and tear open pouches, but if you're looking for good hot chocolate, keep shopping.",2.3452707615094163e-05
419,43992,43993,B0031U9VI8,A2UK50ETCLHW5F,JenGardner,2,4,3,1277510400,Just Okay,"This babyfood pretty much tastes like applesauce.  I am so tired of things being labeled as something else being mostly applesauce!  It's good for on the go, but if you're not careful, it will make a mess.  Don't accidentally hit it or let baby squeeze it too hard!",2.3452707615094163e-05
471,377317,377318,B001IAQ8KC,A2FRTUEDI5H6E5,dddygee,1,1,3,1331596800,This mustard is not the same as authentic Lowensenf from Germany.,"This mustard is not nearly as spicy as the authentic product from Germany which I have tried.  This seems like an ""Americanized"" version which I would not purchase again in the future.",2.3452707615094163e-05
840,278170,278171,B0040PX5T4,A2ASW6L6IEKU5L,john m,0,0,3,1326672000,Typical canned beans,Bought these because of the price but they are no better than the store brands i get locally.The price was slightly better than the generic ones but the quality and taste are the same.The only plus is that you do not have to lug all those cans home from the store.,2.3452707615094163e-05
1219,246960,246961,B000M9N1QO,A36GEDLB5A5MJ,"RevDorothyL ""DorothyL""",2,2,3,1271376000,"Not that tasty alone, but with add-ins it's useful to keep around","There's an after-taste I can't quite recognize and don't quite like when I try to heat just a plate of this Vegetable Pulao by itself, but when I heat it up with additional vegetables (especially nice green frozen peas, since the peas in any of these ready-to-eat entrees are inevitably faded to gray by the time they're re-heated, and it's the work of a few minutes to chop up fresh carrots, bell peppers, garlic, broccoli, or whatever else you have on hand, to mix in before microwaving) and throw in a few additional cashews, it's much better.  It's better still with a nice, spicy stir-fry or heat-and-eat curry served over top.<br /><br />I might not re-order, but I won't have trouble using up what I have of this product.",2.3452707615094163e-05
388,537819,537820,B003BGRUPI,A1535XDPVEQH3I,Bill Martin,0,1,3,1333324800,not that decaffeinated,"I was hoping to find a green tea with very little caffeine; no ""decaffeinated"" tea has no caffeine. This one, however, still made me jittery; I could feel the effects immediately.",2.3452707615094163e-05
943,109218,109219,B000QFOHBC,A3SJIGVKK2CBAE,A. Grosso,0,0,1,1346976000,Didn't increase my dogs interest in eating,I have an older dog that has never really eaten his food well. I tried this product and my dog wouldn't eat it.,1.2193337560357022e-05
